hour no,isop_emis_SE,isop_emis_NE,isop_emis_Mid,isop_emis_SW,isop_emis_N,terp_emis_SE,terp_emis_NE,terp_emis_Mid,terp_emis_SW,terp_emis_N,isop_ppb_SE,isop_ppb_NE,isop_ppb_Mid,isop_ppb_SW,isop_ppb_N,terp_ppb_SE,terp_ppb_NE,terp_ppb_Mid,terp_ppb_SW,terp_ppb_N,hcho_ppb_SE,hcho_ppb_NE,hcho_ppb_Mid,hcho_ppb_SW,hcho_ppb_N,no_ppb_SE,no_ppb_NE,no_ppb_Mid,no_ppb_SW,no_ppb_N,no2_ppb_SE,no2_ppb_NE,no2_ppb_Mid,no2_ppb_SW,no2_ppb_N,mvk_ppb_SE,mvk_ppb_NE,mvk_ppb_Mid,mvk_ppb_SW,mvk_ppb_N,macr_ppb_SE,macr_ppb_NE,macr_ppb_Mid,macr_ppb_SW,macr_ppb_N
928,0.498,0.864,0.087,0.055,3.127,98.633,121.103,65.436,101.053,164.977,1.525,0.392,0.013,0.059,2.804,1.118,0.355,0.559,0.35,1.439,1.529,0.676,1.202,0.602,2.642,0.071,0.012,0.016,0.019,0.019,2.145,0.426,1.013,0.688,1.513,0.112,0.038,0.004,0.003,0.259,0.236,0.081,0.008,0.009,0.5
929,0.458,0.819,0.081,0.052,2.922,92.288,114.997,60.834,93.139,156.789,1.421,0.362,0.012,0.056,2.605,1.081,0.344,0.542,0.341,1.443,1.488,0.654,1.19,0.587,2.58,0.066,0.012,0.015,0.018,0.018,2.009,0.403,0.974,0.66,1.443,0.112,0.038,0.004,0.003,0.256,0.233,0.08,0.009,0.008,0.49
930,0.431,0.782,0.074,0.049,2.754,87.205,109.579,56.658,86.127,150.161,1.321,0.338,0.011,0.05,2.408,1.042,0.344,0.534,0.345,1.45,1.45,0.635,1.18,0.573,2.518,0.069,0.011,0.014,0.017,0.018,1.906,0.391,0.942,0.644,1.388,0.111,0.037,0.004,0.003,0.252,0.229,0.078,0.009,0.007,0.479
931,42.253,18.844,0.068,0.047,2.611,88.392,104.401,53.101,80.365,144.407,1.211,0.315,0.011,0.042,2.223,0.945,0.33,0.535,0.356,1.467,1.399,0.612,1.173,0.562,2.458,0.167,0.019,0.013,0.016,0.018,1.71,0.368,0.92,0.631,1.352,0.108,0.037,0.004,0.002,0.248,0.223,0.075,0.009,0.005,0.468
932,312.499,264.727,0.409,0.045,61.521,137.358,140.211,47.759,75.33,145.018,1.263,0.375,0.01,0.032,2.047,0.483,0.217,0.533,0.369,1.414,1.39,0.598,1.186,0.552,2.392,0.278,0.048,0.036,0.016,0.04,1.13,0.256,0.881,0.619,1.258,0.1,0.036,0.004,0.002,0.241,0.213,0.073,0.01,0.004,0.454
933,826.919,633.111,6.917,0.579,805.581,219.275,198.03,56.357,70.425,208.524,1.666,0.565,0.014,0.022,1.874,0.298,0.159,0.275,0.319,0.762,1.509,0.636,1.234,0.548,2.355,0.324,0.067,0.081,0.038,0.089,0.882,0.179,0.583,0.562,0.765,0.097,0.038,0.003,0.001,0.21,0.22,0.078,0.009,0.003,0.427
934,1422.689,1018.574,18.815,13.073,2176.105,305.596,260.451,76.854,94.124,316.342,1.733,0.744,0.029,0.02,2.681,0.178,0.12,0.136,0.184,0.456,1.554,0.671,1.334,0.581,2.499,0.255,0.058,0.112,0.105,0.112,0.702,0.129,0.413,0.398,0.484,0.084,0.037,0.004,0.001,0.195,0.213,0.081,0.011,0.002,0.439
935,1970.671,1393.522,32.325,37.155,3546.077,376.924,321.176,102.626,141.846,428.985,1.669,0.864,0.027,0.033,3.121,0.128,0.099,0.069,0.124,0.285,1.571,0.699,1.342,0.661,2.549,0.184,0.047,0.1,0.152,0.09,0.565,0.099,0.303,0.301,0.325,0.067,0.033,0.003,0.002,0.152,0.19,0.084,0.011,0.002,0.439
936,2509.389,1769.122,44.279,73.15,4603.366,442.216,375.959,125.89,197.583,525.286,1.757,0.971,0.025,0.057,2.999,0.116,0.093,0.045,0.085,0.192,1.581,0.735,1.34,0.713,2.419,0.142,0.041,0.081,0.141,0.066,0.472,0.085,0.242,0.241,0.231,0.056,0.03,0.003,0.003,0.11,0.165,0.085,0.01,0.003,0.416
937,2807.389,2029.938,50.484,114.162,5292.981,484.885,418.553,144.503,251.85,592.712,1.912,1.07,0.024,0.078,3.029,0.117,0.093,0.038,0.065,0.164,1.568,0.77,1.332,0.75,2.346,0.118,0.039,0.071,0.117,0.057,0.401,0.08,0.213,0.2,0.197,0.051,0.028,0.002,0.003,0.094,0.15,0.086,0.008,0.005,0.403
938,2899.189,2181.033,54.118,157.993,5658.306,508.112,448.495,157.419,299.261,633.302,2.096,1.175,0.024,0.095,3.211,0.122,0.097,0.036,0.059,0.162,1.539,0.8,1.318,0.773,2.337,0.105,0.039,0.066,0.099,0.055,0.356,0.081,0.201,0.175,0.191,0.049,0.027,0.002,0.003,0.09,0.145,0.088,0.006,0.006,0.399
939,2771.103,2171.017,54.914,196.518,5673.5,509.88,459.177,164.164,330.712,646.601,2.294,1.283,0.024,0.113,3.418,0.131,0.104,0.037,0.06,0.166,1.519,0.826,1.294,0.783,2.35,0.099,0.039,0.063,0.089,0.054,0.338,0.085,0.195,0.164,0.194,0.05,0.027,0.002,0.003,0.091,0.149,0.093,0.005,0.007,0.4
940,2441.374,2017.64,54.077,222.723,5341.257,486.601,448.568,164.655,346.947,632.328,2.484,1.4,0.025,0.13,3.632,0.141,0.112,0.038,0.062,0.174,1.512,0.848,1.262,0.784,2.369,0.095,0.04,0.059,0.084,0.053,0.339,0.092,0.192,0.161,0.202,0.053,0.028,0.002,0.003,0.093,0.157,0.1,0.004,0.008,0.405
941,1848.613,1552.708,48.947,229.811,4586.026,431.827,399.427,157.121,345.326,587.465,2.657,1.497,0.026,0.146,3.85,0.153,0.122,0.041,0.066,0.186,1.513,0.866,1.23,0.78,2.392,0.092,0.04,0.056,0.081,0.052,0.357,0.102,0.194,0.164,0.215,0.056,0.029,0.002,0.003,0.095,0.166,0.107,0.004,0.009,0.414
942,1030.553,866.027,38.957,211.6,3385.984,348.405,326.189,141.128,323.57,514.766,2.836,1.54,0.027,0.157,4.264,0.175,0.133,0.044,0.07,0.217,1.518,0.879,1.2,0.772,2.426,0.087,0.038,0.051,0.078,0.051,0.405,0.12,0.2,0.171,0.242,0.061,0.031,0.002,0.003,0.101,0.175,0.114,0.004,0.009,0.427
943,207.145,171.845,23.001,178.148,1796.948,274.722,269.452,124.57,279.443,430.321,2.832,1.449,0.025,0.161,4.915,0.226,0.156,0.049,0.073,0.291,1.525,0.89,1.173,0.76,2.493,0.072,0.033,0.043,0.073,0.049,0.521,0.159,0.214,0.182,0.31,0.07,0.033,0.002,0.003,0.118,0.183,0.119,0.004,0.01,0.447
944,1.593,2.204,5.799,115.132,326.474,240.303,252.028,120.583,229.644,350.219,2.274,1.133,0.021,0.157,5.525,0.418,0.246,0.068,0.078,0.486,1.553,0.903,1.155,0.744,2.63,0.054,0.025,0.032,0.065,0.045,1.026,0.278,0.254,0.2,0.523,0.081,0.039,0.002,0.003,0.16,0.189,0.121,0.004,0.01,0.482
945,1.265,1.873,0.219,43.066,6.578,201.262,224.414,123.579,209.565,289.472,1.934,0.955,0.014,0.14,4.997,0.736,0.438,0.173,0.097,0.772,1.604,0.923,1.16,0.724,2.777,0.038,0.02,0.021,0.051,0.028,1.844,0.519,0.425,0.246,0.923,0.088,0.043,0.002,0.003,0.211,0.191,0.12,0.003,0.009,0.514
946,1.069,1.611,0.19,0.195,5.449,177.809,201.442,110.66,205.563,251.806,1.78,0.833,0.01,0.107,4.296,1.012,0.628,0.335,0.227,1.025,1.66,0.947,1.19,0.715,2.851,0.047,0.021,0.016,0.041,0.02,2.463,0.776,0.695,0.481,1.321,0.093,0.045,0.002,0.003,0.237,0.195,0.115,0.003,0.008,0.524
947,0.936,1.403,0.168,0.147,4.71,160.838,182.796,99.856,175.725,226.012,1.678,0.726,0.009,0.07,3.743,1.161,0.733,0.45,0.409,1.168,1.688,0.954,1.218,0.726,2.857,0.058,0.022,0.017,0.03,0.02,2.73,0.927,0.896,0.817,1.542,0.097,0.045,0.002,0.003,0.246,0.2,0.108,0.003,0.008,0.519
948,0.829,1.238,0.148,0.12,4.165,147.157,167.368,90.608,153.279,206.278,1.609,0.636,0.008,0.062,3.303,1.228,0.769,0.5,0.488,1.245,1.692,0.942,1.225,0.733,2.83,0.07,0.022,0.017,0.029,0.02,2.754,0.974,0.985,0.963,1.621,0.101,0.044,0.002,0.003,0.247,0.207,0.102,0.003,0.008,0.51
949,0.76,1.11,0.131,0.099,3.733,136.892,154.58,82.351,135.19,189.944,1.569,0.562,0.007,0.062,2.953,1.25,0.757,0.511,0.462,1.308,1.687,0.914,1.213,0.718,2.785,0.076,0.021,0.017,0.026,0.02,2.635,0.945,1.002,0.939,1.637,0.105,0.043,0.002,0.003,0.245,0.216,0.097,0.003,0.008,0.499
950,0.685,1.01,0.115,0.08,3.393,126.464,143.901,74.983,120.156,176.797,1.535,0.503,0.006,0.065,2.67,1.242,0.708,0.502,0.41,1.369,1.674,0.876,1.191,0.691,2.733,0.069,0.02,0.015,0.023,0.02,2.446,0.869,0.979,0.86,1.634,0.109,0.042,0.002,0.003,0.243,0.225,0.092,0.003,0.009,0.489
951,0.628,0.93,0.104,0.066,3.116,117.726,135.045,68.594,107.78,165.717,1.497,0.455,0.005,0.066,2.428,1.22,0.631,0.488,0.366,1.428,1.654,0.83,1.164,0.663,2.68,0.06,0.017,0.014,0.02,0.019,2.26,0.768,0.941,0.788,1.624,0.112,0.041,0.002,0.003,0.239,0.232,0.089,0.003,0.009,0.479
952,0.57,0.863,0.095,0.057,2.9,109.635,127.233,63.277,97.805,156.995,1.446,0.413,0.004,0.059,2.215,1.192,0.551,0.477,0.328,1.476,1.629,0.782,1.139,0.633,2.625,0.052,0.015,0.013,0.018,0.019,2.102,0.664,0.902,0.728,1.602,0.115,0.04,0.002,0.003,0.235,0.237,0.085,0.003,0.007,0.469
953,0.529,0.81,0.089,0.051,2.721,102.609,120.348,58.615,89.56,149.607,1.381,0.377,0.004,0.04,2.025,1.164,0.484,0.467,0.3,1.516,1.603,0.736,1.115,0.604,2.566,0.048,0.014,0.012,0.017,0.018,1.979,0.576,0.865,0.682,1.571,0.117,0.039,0.002,0.002,0.23,0.24,0.082,0.003,0.005,0.458
954,0.494,0.767,0.084,0.046,2.573,96.366,114.353,54.656,82.637,143.323,1.311,0.345,0.004,0.018,1.854,1.145,0.441,0.456,0.28,1.55,1.576,0.696,1.094,0.577,2.504,0.058,0.013,0.011,0.016,0.018,1.9,0.516,0.828,0.642,1.534,0.119,0.038,0.002,0.001,0.224,0.242,0.079,0.004,0.002,0.445
955,59.328,14.269,0.081,0.042,2.439,98.601,108.65,51.537,76.75,137.739,1.224,0.308,0.004,0.006,1.706,1.053,0.4,0.443,0.267,1.583,1.539,0.655,1.077,0.558,2.443,0.181,0.021,0.011,0.015,0.018,1.687,0.457,0.79,0.607,1.501,0.12,0.036,0.002,0,0.219,0.241,0.074,0.004,0.001,0.432
956,411.649,237.449,0.646,0.039,57.548,153.304,142.208,46.425,71.624,138.252,1.274,0.37,0.004,0.001,1.576,0.531,0.257,0.414,0.261,1.563,1.561,0.634,1.078,0.545,2.382,0.314,0.055,0.03,0.014,0.04,1.045,0.313,0.728,0.577,1.406,0.113,0.036,0.002,0,0.213,0.23,0.073,0.004,0,0.419
957,958.654,622.802,9.266,0.671,639.141,243.205,202.267,54.421,65.482,195.036,1.607,0.576,0.01,0.001,1.487,0.316,0.185,0.225,0.247,0.844,1.706,0.675,1.144,0.54,2.312,0.329,0.076,0.077,0.028,0.081,0.763,0.22,0.509,0.53,0.83,0.106,0.039,0.002,0,0.179,0.231,0.077,0.006,0,0.384
958,1541.504,1026.648,24.295,15.947,1756.195,337.629,268.892,73.821,84.949,288.016,1.685,0.775,0.026,0.007,2.135,0.173,0.136,0.115,0.164,0.446,1.681,0.724,1.224,0.562,2.378,0.232,0.065,0.102,0.085,0.099,0.562,0.157,0.36,0.383,0.493,0.082,0.039,0.003,0,0.161,0.208,0.084,0.009,0,0.379
959,2049.742,1397.563,37.757,44.135,3019.484,408.484,332.292,94.58,124.542,392.794,1.695,0.885,0.027,0.032,2.671,0.127,0.106,0.06,0.113,0.278,1.655,0.768,1.213,0.633,2.42,0.16,0.05,0.089,0.128,0.082,0.434,0.118,0.255,0.287,0.327,0.061,0.035,0.003,0.001,0.136,0.175,0.091,0.012,0.001,0.387
960,2417.479,1740.352,45.1,94.436,4104.487,461.029,388.175,112.122,171.779,486.488,1.76,0.978,0.026,0.076,2.744,0.117,0.097,0.042,0.083,0.188,1.648,0.816,1.224,0.709,2.345,0.126,0.044,0.077,0.131,0.062,0.366,0.101,0.21,0.24,0.231,0.051,0.032,0.003,0.003,0.104,0.155,0.095,0.011,0.003,0.381
961,2638.401,1975.349,52.235,149.765,4842.102,498.007,430.411,128.591,220.865,554.597,1.876,1.076,0.027,0.12,2.862,0.117,0.097,0.036,0.066,0.161,1.629,0.857,1.225,0.751,2.301,0.11,0.041,0.069,0.113,0.054,0.33,0.097,0.189,0.205,0.197,0.048,0.03,0.002,0.004,0.091,0.147,0.096,0.009,0.005,0.376
962,2650.675,2083.986,56.074,213.135,5264.888,515.866,457.585,140.807,267.572,599.209,2.03,1.182,0.029,0.153,3.07,0.122,0.102,0.035,0.061,0.159,1.604,0.89,1.211,0.782,2.297,0.102,0.041,0.063,0.1,0.052,0.314,0.098,0.179,0.185,0.191,0.048,0.029,0.002,0.004,0.088,0.147,0.098,0.007,0.008,0.377
963,2490.825,2034.393,57.789,268.347,5367.839,511.888,464.702,148.055,303.536,619.887,2.205,1.29,0.03,0.172,3.293,0.13,0.108,0.036,0.06,0.163,1.58,0.918,1.189,0.802,2.314,0.099,0.042,0.059,0.092,0.052,0.316,0.103,0.175,0.176,0.194,0.049,0.03,0.002,0.004,0.09,0.152,0.102,0.005,0.01,0.384
964,2137.528,1799.175,54.358,300.855,5074.63,480.022,446.37,146.863,322.643,611.61,2.429,1.392,0.03,0.185,3.512,0.141,0.116,0.037,0.062,0.171,1.56,0.942,1.163,0.809,2.339,0.095,0.042,0.055,0.087,0.051,0.326,0.111,0.175,0.174,0.202,0.051,0.031,0.002,0.004,0.092,0.159,0.109,0.004,0.011,0.393
965,1569.212,1372.415,49.03,307.686,4334.277,421.302,403.422,140.434,324.488,570.9,2.63,1.462,0.031,0.199,3.757,0.153,0.125,0.04,0.065,0.185,1.544,0.963,1.138,0.807,2.37,0.092,0.042,0.051,0.083,0.05,0.349,0.122,0.178,0.176,0.216,0.054,0.032,0.002,0.004,0.096,0.168,0.116,0.004,0.013,0.406
966,825.9,771.475,39.546,289.404,3181.44,335.855,340.441,126.839,304.127,503.155,2.82,1.497,0.032,0.21,4.098,0.173,0.138,0.044,0.068,0.214,1.534,0.979,1.114,0.799,2.407,0.084,0.041,0.047,0.079,0.049,0.396,0.142,0.185,0.182,0.243,0.058,0.034,0.002,0.004,0.102,0.177,0.123,0.004,0.014,0.422
967,134.082,151.043,24.341,248.17,1675.738,266.862,290.012,112.041,263.117,424.607,2.776,1.398,0.032,0.219,4.521,0.215,0.166,0.051,0.071,0.28,1.533,0.993,1.091,0.788,2.466,0.066,0.035,0.041,0.074,0.048,0.494,0.187,0.202,0.192,0.308,0.066,0.037,0.002,0.004,0.115,0.188,0.127,0.004,0.015,0.44
968,1.392,2.247,5.97,165.434,295.281,241.474,267.671,106.148,215.69,354.236,2.366,1.09,0.029,0.219,4.808,0.432,0.301,0.073,0.077,0.449,1.566,1.011,1.073,0.773,2.568,0.047,0.027,0.031,0.064,0.042,0.921,0.353,0.246,0.21,0.499,0.077,0.043,0.002,0.005,0.147,0.2,0.128,0.004,0.016,0.465
969,1.091,1.833,0.194,63.806,6.692,191.485,233.522,104.638,196.888,298.629,2.25,0.9,0.018,0.206,4.191,0.733,0.552,0.164,0.096,0.733,1.624,1.039,1.072,0.751,2.675,0.03,0.02,0.019,0.05,0.028,1.522,0.66,0.403,0.255,0.892,0.086,0.048,0.002,0.005,0.186,0.213,0.126,0.004,0.016,0.485
970,0.931,1.552,0.164,0.224,5.455,171.92,207.351,93.045,192.278,255.641,2.224,0.776,0.011,0.182,3.517,0.973,0.767,0.28,0.218,1.005,1.681,1.067,1.088,0.739,2.731,0.032,0.021,0.013,0.041,0.02,1.921,0.945,0.61,0.517,1.316,0.093,0.05,0.002,0.005,0.208,0.224,0.121,0.003,0.016,0.487
971,0.809,1.339,0.145,0.16,4.71,156.061,187.77,83.995,163.665,228.154,2.178,0.68,0.008,0.129,3.007,1.132,0.867,0.345,0.356,1.162,1.717,1.074,1.094,0.735,2.729,0.036,0.022,0.013,0.031,0.02,2.109,1.089,0.735,0.867,1.572,0.098,0.05,0.002,0.005,0.215,0.234,0.115,0.003,0.015,0.476
972,0.729,1.183,0.132,0.131,4.208,143.91,172.298,77.031,145.029,209.422,2.122,0.605,0.007,0.108,2.611,1.23,0.892,0.37,0.401,1.253,1.738,1.059,1.081,0.727,2.695,0.037,0.022,0.013,0.031,0.021,2.142,1.121,0.78,0.998,1.685,0.103,0.05,0.002,0.005,0.215,0.244,0.11,0.002,0.014,0.462
973,0.663,1.065,0.121,0.109,3.785,134.342,159.367,71.21,129.568,193.135,2.046,0.546,0.005,0.099,2.298,1.277,0.873,0.367,0.369,1.314,1.746,1.03,1.048,0.705,2.641,0.035,0.022,0.012,0.029,0.021,2.082,1.086,0.766,0.948,1.715,0.108,0.049,0.001,0.004,0.212,0.252,0.106,0.002,0.013,0.448
974,0.612,0.97,0.113,0.09,3.447,126.064,148.337,66.558,117.488,179.653,1.949,0.499,0.004,0.093,2.054,1.29,0.835,0.35,0.322,1.363,1.747,0.994,1.007,0.679,2.578,0.031,0.021,0.012,0.027,0.021,1.989,1.015,0.723,0.869,1.706,0.111,0.048,0.001,0.004,0.208,0.26,0.104,0.002,0.011,0.433
975,0.566,0.889,0.105,0.079,3.168,118.043,139.034,62.794,107.652,168.152,1.843,0.463,0.004,0.083,1.863,1.275,0.788,0.327,0.281,1.413,1.74,0.956,0.964,0.653,2.517,0.028,0.019,0.011,0.025,0.021,1.88,0.931,0.671,0.812,1.682,0.115,0.048,0.001,0.003,0.204,0.266,0.103,0.002,0.01,0.421
976,0.525,0.814,0.098,0.072,2.932,110.442,130.286,59.416,99.488,158.319,1.731,0.437,0.003,0.064,1.711,1.244,0.733,0.293,0.255,1.457,1.727,0.918,0.92,0.629,2.464,0.025,0.017,0.011,0.024,0.02,1.773,0.84,0.607,0.777,1.646,0.118,0.048,0.001,0.003,0.201,0.27,0.103,0.002,0.008,0.412
977,0.495,0.752,0.092,0.067,2.738,103.779,122.349,55.975,92.415,150.186,1.612,0.415,0.003,0.04,1.591,1.212,0.688,0.249,0.24,1.503,1.705,0.882,0.875,0.607,2.422,0.024,0.016,0.01,0.022,0.02,1.682,0.759,0.536,0.751,1.611,0.12,0.049,0.001,0.002,0.198,0.271,0.103,0.002,0.005,0.405
978,0.467,0.704,0.087,0.064,2.565,97.272,115.326,52.941,86.218,142.907,1.491,0.396,0.003,0.022,1.494,1.184,0.663,0.21,0.235,1.556,1.676,0.85,0.837,0.59,2.388,0.026,0.015,0.01,0.02,0.02,1.614,0.697,0.476,0.731,1.584,0.121,0.049,0.001,0.001,0.196,0.27,0.104,0.003,0.003,0.401
979,42.58,14.948,0.081,0.063,2.442,97.252,109.613,50.088,80.848,137.417,1.303,0.37,0.004,0.01,1.413,1.086,0.626,0.19,0.238,1.611,1.623,0.816,0.813,0.579,2.358,0.079,0.029,0.009,0.019,0.02,1.482,0.621,0.442,0.718,1.564,0.117,0.049,0.001,0.001,0.195,0.26,0.103,0.004,0.002,0.397
980,287.069,274.07,0.769,0.061,61.736,137.77,150.929,44.953,76.559,138.57,1.163,0.439,0.005,0.004,1.341,0.527,0.342,0.178,0.245,1.594,1.604,0.796,0.812,0.572,2.332,0.188,0.071,0.02,0.019,0.046,0.985,0.376,0.417,0.709,1.461,0.107,0.049,0.002,0,0.193,0.247,0.103,0.006,0.001,0.394
981,653.853,711.411,9.576,0.872,635.599,202.308,225.902,51.636,70.945,194.261,1.235,0.662,0.012,0.002,1.436,0.285,0.215,0.122,0.243,0.963,1.714,0.858,0.856,0.572,2.341,0.238,0.089,0.057,0.031,0.098,0.742,0.242,0.329,0.681,0.929,0.096,0.051,0.002,0,0.179,0.237,0.11,0.008,0.001,0.387
982,1042.191,1145.59,23.133,19.461,1721.632,274.152,305.384,67.904,89.652,285.285,1.266,0.835,0.023,0.011,2.113,0.158,0.136,0.08,0.187,0.502,1.766,0.866,0.916,0.597,2.452,0.204,0.066,0.083,0.083,0.111,0.571,0.155,0.256,0.535,0.544,0.078,0.042,0.002,0,0.165,0.214,0.11,0.009,0.001,0.39
983,1388.85,1515.942,35.892,51.791,2919.085,335.507,369.352,85.917,123.829,385.803,1.292,0.926,0.028,0.045,2.573,0.117,0.106,0.055,0.131,0.288,1.771,0.878,0.989,0.659,2.477,0.156,0.051,0.084,0.123,0.085,0.454,0.117,0.215,0.411,0.347,0.061,0.034,0.003,0.001,0.139,0.181,0.107,0.008,0.001,0.391
984,1501.974,1788.339,46.193,111.589,3977.23,376.835,424.178,103.861,169.001,474.022,1.257,0.985,0.027,0.099,2.702,0.102,0.098,0.04,0.101,0.195,1.702,0.904,1.05,0.738,2.425,0.122,0.046,0.075,0.133,0.062,0.376,0.104,0.188,0.353,0.243,0.049,0.03,0.003,0.003,0.109,0.148,0.103,0.007,0.003,0.39
985,1650.574,2012.598,53.883,177.921,4733.803,408.105,467.35,120.206,221.472,541.46,1.308,1.063,0.026,0.147,2.829,0.102,0.099,0.034,0.077,0.164,1.625,0.93,1.081,0.778,2.381,0.105,0.045,0.068,0.118,0.054,0.336,0.102,0.171,0.299,0.204,0.042,0.028,0.002,0.006,0.093,0.127,0.098,0.005,0.006,0.387
986,1652.118,2130.285,58.445,239.249,5191.771,419.314,494.7,133.088,268.189,587.296,1.417,1.157,0.025,0.157,3.046,0.106,0.104,0.033,0.065,0.159,1.57,0.953,1.086,0.812,2.371,0.098,0.045,0.062,0.103,0.052,0.324,0.104,0.162,0.261,0.195,0.041,0.029,0.002,0.006,0.089,0.121,0.098,0.004,0.008,0.387
987,1502.95,2111.55,58.426,270.537,5324.33,409.395,503.245,140.567,299.765,610.376,1.594,1.26,0.025,0.167,3.258,0.116,0.111,0.033,0.063,0.162,1.524,0.973,1.075,0.85,2.382,0.095,0.046,0.058,0.094,0.051,0.327,0.109,0.157,0.24,0.198,0.043,0.03,0.002,0.007,0.09,0.121,0.102,0.003,0.01,0.389
988,1247.347,1949.03,56.078,284.48,5093.292,382.492,486.812,141.724,314.501,607.601,1.652,1.36,0.026,0.187,3.567,0.122,0.119,0.034,0.065,0.174,1.486,0.991,1.057,0.878,2.406,0.094,0.046,0.055,0.088,0.051,0.338,0.117,0.155,0.231,0.207,0.045,0.031,0.002,0.007,0.093,0.124,0.109,0.003,0.013,0.397
989,889.253,1535.328,48.785,280.179,4407.915,337.825,435.299,135.093,312.483,571.499,1.773,1.443,0.026,0.208,3.722,0.134,0.128,0.036,0.068,0.183,1.447,1.006,1.037,0.892,2.435,0.093,0.045,0.052,0.084,0.05,0.361,0.127,0.156,0.228,0.221,0.047,0.033,0.002,0.006,0.095,0.127,0.117,0.003,0.014,0.407
990,461.978,868.164,38.157,252.56,3247.782,281.403,352.989,120.711,295.191,507.2,1.813,1.458,0.027,0.223,3.996,0.15,0.138,0.04,0.071,0.209,1.397,1.016,1.015,0.894,2.471,0.088,0.042,0.047,0.079,0.049,0.406,0.145,0.162,0.228,0.247,0.048,0.034,0.002,0.006,0.1,0.129,0.124,0.003,0.016,0.42
991,74.157,162.115,22.707,202.822,1716.451,241.018,286.582,103.342,259.86,432.206,1.682,1.313,0.027,0.227,4.376,0.187,0.158,0.046,0.075,0.271,1.34,1.022,0.992,0.886,2.524,0.069,0.034,0.041,0.073,0.047,0.495,0.185,0.176,0.236,0.307,0.052,0.036,0.002,0.006,0.112,0.13,0.129,0.003,0.016,0.435
992,1.057,2.089,5.382,134.927,287.104,218.945,267.694,95.306,221.663,367.324,1.359,0.979,0.022,0.223,4.584,0.366,0.262,0.06,0.081,0.43,1.301,1.03,0.968,0.868,2.616,0.041,0.025,0.03,0.064,0.042,0.813,0.334,0.208,0.256,0.486,0.056,0.04,0.002,0.006,0.14,0.128,0.129,0.003,0.017,0.456
993,0.891,1.742,0.191,47.796,7.081,179.942,232.74,94.316,207.309,308.949,1.184,0.808,0.014,0.25,3.93,0.595,0.457,0.105,0.111,0.717,1.278,1.042,0.947,0.844,2.71,0.025,0.019,0.017,0.053,0.028,1.219,0.601,0.288,0.322,0.873,0.057,0.043,0.002,0.006,0.175,0.122,0.126,0.003,0.016,0.47
994,0.759,1.479,0.169,0.219,5.648,161.102,206.979,85.281,193.769,260.782,1.07,0.704,0.009,0.223,3.296,0.731,0.634,0.162,0.268,1.015,1.251,1.056,0.929,0.83,2.755,0.024,0.019,0.012,0.048,0.021,1.417,0.844,0.379,0.716,1.322,0.055,0.045,0.002,0.007,0.195,0.116,0.121,0.003,0.016,0.467
995,0.669,1.281,0.151,0.161,4.811,148.731,187.344,77.295,167.779,230.713,0.98,0.62,0.007,0.167,2.82,0.764,0.718,0.194,0.463,1.201,1.212,1.053,0.905,0.83,2.747,0.022,0.02,0.012,0.041,0.021,1.401,0.952,0.43,1.244,1.627,0.054,0.046,0.001,0.008,0.201,0.113,0.116,0.002,0.015,0.453
996,0.588,1.127,0.134,0.14,4.275,136.946,171.658,70.179,149.973,210.641,0.9,0.552,0.005,0.13,2.451,0.727,0.718,0.204,0.541,1.312,1.16,1.03,0.873,0.823,2.71,0.019,0.019,0.011,0.049,0.022,1.284,0.943,0.44,1.452,1.778,0.053,0.046,0.001,0.008,0.201,0.112,0.112,0.001,0.014,0.435
997,0.525,1.003,0.117,0.129,3.854,125.114,158.48,63.923,135.887,194.519,0.815,0.5,0.003,0.114,2.162,0.66,0.667,0.21,0.534,1.395,1.102,0.995,0.844,0.806,2.657,0.016,0.017,0.011,0.052,0.022,1.149,0.871,0.438,1.443,1.846,0.052,0.046,0.001,0.008,0.199,0.112,0.109,0.001,0.014,0.418
998,0.477,0.904,0.102,0.125,3.518,115.524,147.022,58.974,124.451,180.962,0.721,0.461,0.002,0.105,1.934,0.599,0.603,0.218,0.485,1.462,1.051,0.954,0.824,0.782,2.6,0.014,0.016,0.01,0.049,0.022,1.04,0.78,0.438,1.348,1.862,0.052,0.046,0,0.007,0.196,0.11,0.108,0.001,0.013,0.403
999,0.445,0.82,0.09,0.117,3.245,107.273,137.098,55.039,114.898,169.89,0.631,0.429,0.001,0.093,1.748,0.542,0.55,0.227,0.434,1.513,1.006,0.913,0.81,0.755,2.541,0.013,0.014,0.01,0.044,0.022,0.959,0.696,0.438,1.249,1.846,0.051,0.047,0,0.006,0.192,0.108,0.107,0,0.011,0.389
1000,0.417,0.753,0.082,0.109,3.021,100.898,128.358,51.784,106.288,160.896,0.559,0.4,0.001,0.08,1.59,0.493,0.514,0.236,0.4,1.552,0.971,0.873,0.799,0.729,2.482,0.012,0.013,0.01,0.039,0.021,0.901,0.628,0.441,1.177,1.809,0.051,0.047,0,0.005,0.188,0.107,0.105,0,0.009,0.377
1001,0.395,0.695,0.075,0.101,2.818,95.232,120.503,48.972,98.692,152.732,0.506,0.373,0.001,0.061,1.458,0.453,0.492,0.244,0.384,1.585,0.948,0.835,0.789,0.709,2.425,0.013,0.013,0.009,0.037,0.021,0.859,0.577,0.442,1.134,1.762,0.052,0.046,0,0.003,0.184,0.108,0.102,0,0.007,0.367
